seed,params_base,params_mop,test_acc_A,test_acc_B,mcnemar_n01,mcnemar_n10,mcnemar_chi2,delta_acc_mean,delta_acc_lo,delta_acc_hi
0,14250240,14251892,0.24300000071525574,0.30970001220703125,480,1147,272.62200368760136,0.06668186000000001,0.05880000000000002,0.0748
